Gene	Coarse module	Fine module	Comments
FTSJ3	5	45	
GNL3	5	45	
HEATR1	5	45	
HSPA9	5	45	
IARS	5	45	
MAT2A	5	45	
METTL2	5	45	
MKI67IP	5	45	
MTAP	5	45	
NARS2	5	45	
NAT10	5	45	
NDUFAF4	5	45	
NOL10	5	45	
NOL11	5	45	
NOP56	5	45	
NSUN2	5	45	
PARN	5	45	
PNPT1	5	45	
POLR3E	5	45	
QTRTD1	5	45	
RRN3	5	45	
SUCLG2	5	45	
THUMPD1	5	45	
TTC27	5	45	
UTP15	5	45	
UTP18	5	45	
WDR36	5	45	
ZNHIT6	5	45	
2310061J03RIK	5	46	
ATM	5	46	
C330023M02RIK	5	46	
C80913	5	46	
DDX21	5	46	
EPRS	5	46	
LRPPRC	5	46	
MDN1	5	46	
NOC3L	5	46	
NOP14	5	46	
NPM1	5	46	
NUP153	5	46	
POLI	5	46	
POLR3G	5	46	
PRMT3	5	46	
PUS7L	5	46	
SNORD53	5	46	
SPATA5	5	46	
TAF4B	5	46	
TSR1	5	46	
URB1	5	46	
UTP20	5	46	
WDR43	5	46	
WDR75	5	46	
0610009D07RIK	6	47	
1110002B05RIK	6	47	
1700034H14RIK	6	47	
4632419I22RIK	6	47	
ACTL6A	6	47	
ADH5	6	47	
ADK	6	47	
AGPAT5	6	47	
AIFM1	6	47	
ATP5K	6	47	
BUB3	6	47	
BXDC1	6	47	
CCDC38	6	47	
CCT5	6	47	
CCT8	6	47	
CISD1	6	47	
CLNS1A	6	47	
COPS3	6	47	
COPS4	6	47	
DRG1	6	47	
EBNA1BP2	6	47	
EIF1AY	6	47	
EIF2B1	6	47	
EIF2B3	6	47	
EIF3I	6	47	
EIF3L	6	47	
ERH	6	47	
FBL	6	47	
GEMIN6	6	47	
H2-KE2	6	47	
HARS	6	47	
HAUS7	6	47	
IDH3G	6	47	
IMP3	6	47	
IMPDH2	6	47	
LAGE3	6	47	
LSM5	6	47	
LSM7	6	47	
MAGOHB	6	47	
MCTS1	6	47	
MED21	6	47	
MRPL23	6	47	
MRPL35	6	47	
MRPL50	6	47	
MTX2	6	47	
NDUFA9	6	47	
NDUFAB1	6	47	
NDUFS3	6	47	
NHP2	6	47	
NIP7	6	47	
NME1	6	47	
NUDT21	6	47	
OXCT1	6	47	
PDSS1	6	47	
PHB2	6	47	
POLR2D	6	47	
PPIE	6	47	
PREP	6	47	
PRMT1	6	47	
PRPF31	6	47	
PSMG1	6	47	
PYCRL	6	47	
RNASEH2A	6	47	
RNF26	6	47	
RNF7	6	47	
RSL24D1	6	47	
SKP1A	6	47	
SLC25A5	6	47	
SLC35B4	6	47	
SNRPD3	6	47	
SNRPE	6	47	
SNRPG	6	47	
THG1L	6	47	
THOC3	6	47	
TIMM17A	6	47	
TOMM20	6	47	
U2AF1	6	47	
UMPS	6	47	
UQCC	6	47	
WDR61	6	47	
2610524H06RIK	6	48	
ABCF2	6	48	
ANP32A	6	48	
C1QBP	6	48	
D030056L22RIK	6	48	
DAP3	6	48	
FAM162A	6	48	
FRG1	6	48	
GART	6	48	
GPSM2	6	48	
KTI12	6	48	
MRPS30	6	48	
MTIF3	6	48	
NSMCE4A	6	48	
NUP43	6	48	
NUP93	6	48	
POLD2	6	48	
POP1	6	48	
PPIF	6	48	
PSMG2	6	48	
PWP1	6	48	
RANBP17	6	48	
RPP14	6	48	
TADA2L	6	48	
TCP1	6	48	
TIMM8A1	6	48	
TUBB2C	6	48	
TUBG1	6	48	
TUFM	6	48	
UTP3	6	48	
YARS2	6	48	
AARSD1	7	49	
ASRGL1	7	49	
BANF1	7	49	
CBX5	7	49	
CDK4	7	49	
DTYMK	7	49	
GAR1	7	49	
GCSH	7	49	
GM5393	7	49	
H2AFV	7	49	
HDGF	7	49	
ILF2	7	49	
MRPL18	7	49	
NAF1	7	49	
NUDC	7	49	
NUDT5	7	49	
NUTF2	7	49	
PAICS	7	49	
PEBP1	7	49	
POLDIP2	7	49	
PPIL1	7	49	
PRPS1	7	49	
RANBP1	7	49	
RNPS1	7	49	
RRS1	7	49	
RUVBL1	7	49	
SAE1	7	49	
TFDP1	7	49	
THOC4	7	49	
ZMYND19	7	49	
APOO-PS	8	50	
CBX3	8	50	
DPY30	8	50	
ERI2	8	50	
HAUS1	8	50	
HNRNPAB	8	50	
NUDCD2	8	50	
PCNA	8	50	
PTMA	8	50	
RAN	8	50	
TMEM48	8	50	
1500012F01RIK	8	51	
2700094K13RIK	8	51	
ANAPC13	8	51	
CHCHD1	8	51	
D10ERTD322E	8	51	
GLRX3	8	51	
MRPL13	8	51	
MRPS28	8	51	
NGFRAP1	8	51	
SNRPD1	8	51	
SNRPD2	8	51	
TOMM7	8	51	
1500010J02RIK	9	52	
ADSL	9	52	
AGK	9	52	
CCT3	9	52	
CCT6A	9	52	
DDX56	9	52	
ELP3	9	52	
EXOG	9	52	
HDDC2	9	52	
NUP133	9	52	
PPA1	9	52	
PRPF19	9	52	
SMPD4	9	52	
TRAP1	9	52	
USP10	9	52	
AHCY	10	53	
CDC25A	10	53	
CDCA7	10	53	
EIF3B	10	53	
EIF5A	10	53	
FHL3	10	53	
GRWD1	10	53	
MDH2	10	53	
NOC4L	10	53	
PFAS	10	53	
PSAT1	10	53	
RIPK3	10	53	
RUVBL2	10	53	
TBL3	10	53	
ASF1B	11	54	
GM12260	11	54	
HIST1H1A	11	54	
HIST1H1B	11	54	
HIST1H1E	11	54	
HIST1H2AB	11	54	
HIST1H2AE	11	54	
HIST1H2AF	11	54	
HIST1H2AK	11	54	
HIST1H2AN	11	54	
HIST1H2AO	11	54	
HIST1H2BA	11	54	
HIST1H2BB	11	54	
HIST1H2BC	11	54	
HIST1H2BE	11	54	
HIST1H2BH	11	54	
HIST1H2BM	11	54	
HIST1H3A	11	54	
HIST1H3D	11	54	
HIST1H3F	11	54	
HIST1H3G	11	54	
HIST1H4B	11	54	
HIST1H4C	11	54	
HIST1H4D	11	54	
HIST1H4F	11	54	
HIST1H4H	11	54	
HIST1H4M	11	54	
HIST2H2AA1	11	54	
HIST2H2BB	11	54	
HIST2H3B	11	54	
HIST2H3C1	11	54	
HIST2H4	11	54	
HIST3H2A	11	54	
HIST3H2BB	11	54	
HIST4H4	11	54	
LOC100041230	11	54	
RP23-38E20.1	11	54	
STMN1	11	54	
TCF19	11	54	
2610021K21RIK	11	55	
2810417H13RIK	11	55	
4930579G24RIK	11	55	
AURKA	11	55	
AURKB	11	55	
BARD1	11	55	
BIRC5	11	55	
BUB1B	11	55	
CCNB1	11	55	
CCNB2	11	55	
CCNF	11	55	
CDC20	11	55	
CDC25C	11	55	
CDC2A	11	55	
CDCA2	11	55	
CDCA3	11	55	
CDCA5	11	55	
CDCA8	11	55	
CDKN2C	11	55	
CDKN3	11	55	
CENPA	11	55	
CENPL	11	55	
CKS1B	11	55	
CKS2	11	55	
D2ERTD750E	11	55	
DEPDC1B	11	55	
E130306D19RIK	11	55	
ESPL1	11	55	
F630043A04RIK	11	55	
FAM64A	11	55	
FAM72A	11	55	
FAM83D	11	55	
FOXM1	11	55	
GM12387	11	55	
GM5465	11	55	
GM8956	11	55	
GTSE1	11	55	
H2AFX	11	55	
HIST1H4I	11	55	
HIST2H3C2	11	55	
IQGAP3	11	55	
KIF18B	11	55	
KIF20A	11	55	
KIF22	11	55	
KIF2C	11	55	
KPNA2	11	55	
LOC675534	11	55	
MELK	11	55	
NCAPH	11	55	
NEK2	11	55	
NUF2	11	55	
PBK	11	55	
PHF19	11	55	
PLK1	11	55	
RRM2	11	55	
SGOL1	11	55	
SHCBP1	11	55	
SPAG5	11	55	
SPC25	11	55	
TACC3	11	55	
TROAP	11	55	
TYMS	11	55	
UBE2C	11	55	
UBE2S	11	55	
4930547N16RIK	11	56	
5730590G19RIK	11	56	
ALMS1	11	56	
ANLN	11	56	
ASPM	11	56	
BRIP1	11	56	
BUB1	11	56	
C330027C09RIK	11	56	
C79407	11	56	
CASC5	11	56	
CCNA2	11	56	
CENPE	11	56	
CENPF	11	56	
CENPI	11	56	
CEP55	11	56	
CIT	11	56	
CKAP2	11	56	
CKAP2L	11	56	
CLSPN	11	56	
D030028M11RIK	11	56	
DEPDC1A	11	56	
DLGAP5	11	56	
E2F7	11	56	
E2F8	11	56	
ECT2	11	56	
ESCO2	11	56	
FBXO48	11	56	
GSG2	11	56	
HMMR	11	56	
KIF11	11	56	
KIF14	11	56	
KIF15	11	56	
KIF23	11	56	
KIF24	11	56	
KIF4	11	56	
KNTC1	11	56	
MASTL	11	56	
MKI67	11	56	
NCAPG	11	56	
NCAPG2	11	56	
NEIL3	11	56	
NUSAP1	11	56	
PRC1	11	56	
PRR11	11	56	
RACGAP1	11	56	
SGOL2	11	56	
STIL	11	56	
TOP2A	11	56	
TPX2	11	56	
TTK	11	56	
2610318N02RIK	12	57	
4930427A07RIK	12	57	
ANUBL1	12	57	
CCNE2	12	57	
CDC45L	12	57	
CDC6	12	57	
CDK6	12	57	
CENPH	12	57	
CENPK	12	57	
CENPM	12	57	
CENPN	12	57	
CHAF1A	12	57	
CHEK1	12	57	
DSN1	12	57	
DTL	12	57	
E2F1	12	57	
E2F3	12	57	
EME1	12	57	
EXO1	12	57	
FAM54A	12	57	
FANCA	12	57	
FANCD2	12	57	
FIGNL1	12	57	
GINS2	12	57	
GM8681	12	57	
HMGB2	12	57	
LIG1	12	57	
LMNB1	12	57	
MCM10	12	57	
MLF1IP	12	57	
MNS1	12	57	
MYBL2	12	57	
NCAPD2	12	57	
PASK	12	57	
POLE	12	57	
RAD51	12	57	
RAD51AP1	12	57	
RAD51L1	12	57	
RAD54B	12	57	
RAD54L	12	57	
RFC5	12	57	
SPC24	12	57	
TK1	12	57	
TRIP13	12	57	
UHRF1	12	57	
ZWILCH	12	57	
2410017P07RIK	13	58	
5730471H19RIK	13	58	
5930416I19RIK	13	58	
AA408296	13	58	
AHI1	13	58	
AI597468	13	58	
ATXN10	13	58	
BHLHB9	13	58	
CAND2	13	58	
CASC4	13	58	
EMG1	13	58	
HDAC1	13	58	
HP1BP3	13	58	
ILF3	13	58	
INTS2	13	58	
MSH2	13	58	
MTAP7	13	58	
PRKRIR	13	58	
RANGRF	13	58	
RNF219	13	58	
SCD2	13	58	
SLC7A6	13	58	
TET1	13	58	
TTC21B	13	58	
TTC3	13	58	
USP11	13	58	
ZCWPW1	13	58	
ZFP599	13	58	
ZNF512B	13	58	
1110020G09RIK	13	59	
CEP78	13	59	
CMTM7	13	59	
CXXC5	13	59	
E2F5	13	59	
GM12528	13	59	
GMNN	13	59	
IQCB1	13	59	
MBD4	13	59	
NRM	13	59	
PARP1	13	59	
XK	13	59	
YEATS4	13	59	
5133400G04RIK	13	60	
AAAS	13	60	
ANAPC5	13	60	
CAD	13	60	
CDC25B	13	60	
DNAJC9	13	60	
EIF1AD	13	60	
ELOF1	13	60	
FH1	13	60	
FKBP4	13	60	
GMDS	13	60	
H2AFY	13	60	
HIRIP3	13	60	
INTS7	13	60	
IPO9	13	60	
L3MBTL2	13	60	
LSM2	13	60	
MCM2	13	60	
MCM4	13	60	
MED24	13	60	
NAT11	13	60	
NFATC2IP	13	60	
NUDT19	13	60	
NUP37	13	60	
PA2G4	13	60	
PABPC4	13	60	
POLA2	13	60	
POLD1	13	60	
PPAT	13	60	
PPP5C	13	60	
RCC2	13	60	
RPA1	13	60	
SF3B3	13	60	
SSRP1	13	60	
TAF1D	13	60	
THOC6	13	60	
TIMELESS	13	60	
TMEM194	13	60	
TRIM28	13	60	
URB2	13	60	
WDR12	13	60	
AI452195	13	61	
ATP10A	13	61	
EDEM1	13	61	
EGLN3	13	61	
GTF2IRD1	13	61	
HSDL1	13	61	
IMPDH1	13	61	
KDM5B	13	61	
METTL9	13	61	
NOTCH1	13	61	
PCTK2	13	61	
PDE4D	13	61	
PIK3IP1	13	61	
RAMP1	13	61	
SLC25A27	13	61	
STAT5B	13	61	
TBXA2R	13	61	
ZNRF1	13	61	
2700029M09RIK	14	62	
6720463M24RIK	14	62	
ANKRD32	14	62	
ATAD2	14	62	
ATAD5	14	62	
BLM	14	62	
BRCA1	14	62	
BRCA2	14	62	
CCDC138	14	62	
DBF4	14	62	
ERCC6L	14	62	
EZH2	14	62	
F730047E07RIK	14	62	
GEN1	14	62	
IPO5	14	62	
KIF18A	14	62	
KIF20B	14	62	
MCM8	14	62	
MYBL1	14	62	
PLK4	14	62	
POLA1	14	62	
POLD3	14	62	
POLN	14	62	
POLQ	14	62	
RNASEH2B	14	62	
SMC2	14	62	
TEX9	14	62	
TMPO	14	62	
TOPBP1	14	62	
TRIM37	14	62	
WDHD1	14	62	
WHSC1	14	62	
ZRANB3	14	62	
6330503K22RIK	14	63	
ANKRD26	14	63	
CCNE1	14	63	
CDC7	14	63	
CEP76	14	63	
CPOX	14	63	
DNMT1	14	63	
FAM33A	14	63	
FANCB	14	63	
FANCI	14	63	
FANCM	14	63	
FBXO5	14	63	
GM5841	14	63	
GM7120	14	63	
HAUS4	14	63	
MCM6	14	63	
MTBP	14	63	
NASP	14	63	
NCAPD3	14	63	
NDC80	14	63	
NFKBIL2	14	63	
NUP107	14	63	
NUP155	14	63	
NUP205	14	63	
PAXIP1	14	63	
PIGA	14	63	
PITRM1	14	63	
RAD18	14	63	
RAD51C	14	63	
RBBP4	14	63	
RBL1	14	63	
RFWD3	14	63	
RPA2	14	63	
SLBP	14	63	
TDG	14	63	
TDP1	14	63	
TTF2	14	63	
USP1	14	63	
WDR76	14	63	
XPOT	14	63	
BC030867	15	64	
CENPP	15	64	
CHAF1B	15	64	
CHTF18	15	64	
DHFR	15	64	
DSCC1	15	64	
DUT	15	64	
FEN1	15	64	
GINS1	15	64	
HELLS	15	64	
KARS	15	64	
MAD2L1	15	64	
MCM3	15	64	
MCM5	15	64	
MCM7	15	64	
NSL1	15	64	
NUP62	15	64	
OIP5	15	64	
ORC6L	15	64	
PMF1	15	64	
POLE2	15	64	
PPIL5	15	64	
PRIM1	15	64	
PRIM2	15	64	
RCC1	15	64	
RFC2	15	64	
RFC3	15	64	
RFC4	15	64	
RQCD1	15	64	
RRM1	15	64	
RTKN2	15	64	
SEPHS1	15	64	
SKP2	15	64	
SUV39H1	15	64	
TIPIN	15	64	
WDR51A	15	64	
WEE1	15	64	
ZFP367	15	64	
4930453N24RIK	16	65	
ARL15	16	65	
GM12026	16	65	
HACE1	16	65	
LOC626711	16	65	
MAN1A2	16	65	
PPP2R5A	16	65	
RNF138	16	65	
Sept11	16	65	
UGCG	16	65	
ZFP719	16	65	
ZFP763	16	65	
2610020H08RIK	16	66	
ABLIM1	16	66	
ATP1B1	16	66	
BAT2L	16	66	
ELK4	16	66	
ENSMUSG00000073431	16	66	
ETS1	16	66	
GIMAP1	16	66	
GIMAP5	16	66	
GIMAP6	16	66	
GIMAP9	16	66	
GM10838	16	66	
GM4759	16	66	
GPR174	16	66	
IKZF3	16	66	
ITPR3	16	66	
JAKMIP1	16	66	
LAX1	16	66	
NFATC3	16	66	
PANX1	16	66	
PDE7A	16	66	
PPP1R16B	16	66	
PRKCA	16	66	
PRKD2	16	66	
PTPRCAP	16	66	
Sept1	16	66	
SLAIN1	16	66	
SLAMF6	16	66	
SPNB2	16	66	
TNK2	16	66	
TRAF3IP2	16	66	
TRP53INP1	16	66	
XLR4B	16	66	
XLR4C	16	66	
ZFP827	16	66	
A430107D22RIK	16	67	
AES	16	67	
AGAP2	16	67	
CENTB1	16	67	
CTSE	16	67	
CYFIP2	16	67	
DTNB	16	67	
FAM107B	16	67	
HK1	16	67	
INPP1	16	67	
NEFH	16	67	
NIPAL3	16	67	
RNF123	16	67	
RNF125	16	67	
RRAGB	16	67	
SBF1	16	67	
Sept6	16	67	
SH2D3C	16	67	
SLC2A3	16	67	
SLC37A1	16	67	
TBC1D10C	16	67	
TSPYL3	16	67	
UBXN11	16	67	
AI467606	16	68	
ARHGEF1	16	68	
ARID1A	16	68	
CAPN1	16	68	
CCM2	16	68	
CDS2	16	68	
DGKZ	16	68	
E230001N04RIK	16	68	
EIF2C2	16	68	
FAM78A	16	68	
FOXK1	16	68	
FRAT1	16	68	
GLTSCR1	16	68	
GM10507	16	68	
GRK6	16	68	
ITPKB	16	68	
KIF21B	16	68	
LIMD2	16	68	
MARK2	16	68	
MAST3	16	68	
PDLIM2	16	68	
PRKCZ	16	68	
PTGER1	16	68	
RGS14	16	68	
RNF167	16	68	
SFN	16	68	
SIPA1	16	68	
SIPA1L1	16	68	
SLC44A2	16	68	
STIM1	16	68	
TLE3	16	68	
TMC6	16	68	
TMC8	16	68	
TNRC6C	16	68	
ZFP646	16	68	
ZFP652	16	68	
ZFP7	16	68	
CNP	16	69	
CORO7	16	69	
KLHL6	16	69	
MAN2A2	16	69	
PDIA4	16	69	
PML	16	69	
RHOBTB2	16	69	
SEMA4B	16	69	
SLC1A5	16	69	
TMEM194B	16	69	
2010002M12RIK	16	70	
2410066E13RIK	16	70	
4930523C07RIK	16	70	
ADD1	16	70	
BC043934	16	70	
C330024D12RIK	16	70	
C630004H02RIK	16	70	
CD2	16	70	
DGKA	16	70	
DUSP10	16	70	
DYRK2	16	70	
FAM169B	16	70	
FAM53B	16	70	
FOXO1	16	70	
GM10673	16	70	
HIVEP2	16	70	
IGF2R	16	70	
INADL	16	70	
ITPR2	16	70	
LTB	16	70	
OAS1C	16	70	
PLEKHG2	16	70	
POU6F1	16	70	
RAPGEF4	16	70	
RASGRP1	16	70	
RCBTB1	16	70	
S1PR1	16	70	
SCML4	16	70	
SLC37A3	16	70	
SPNA2	16	70	
TECPR1	16	70	
TNFRSF26	16	70	
TRIB2	16	70	
UBE2H	16	70	
USP3	16	70	
ZHX2	16	70	
ZYG11B	16	70	
2010012O05RIK	16	71	
2610018G03RIK	16	71	
4833442J19RIK	16	71	
A430078G23RIK	16	71	
ADAMTS10	16	71	
ARHGEF18	16	71	
AS3MT	16	71	
ATP2A3	16	71	
CCDC88C	16	71	
CMAH	16	71	
ESR1	16	71	
EYA1	16	71	
FAM117A	16	71	
FAM65B	16	71	
GNPTAB	16	71	
IL17RA	16	71	
L3MBTL3	16	71	
MCTP2	16	71	
PDE2A	16	71	
RASGRP2	16	71	
RNF144A	16	71	
S1PR4	16	71	
SELL	16	71	
TMEM71	16	71	
TRAF3IP3	16	71	
ZFP831	16	71	
BC106179	16	72	
CD4	16	72	
CD40LG	16	72	
FOLR4	16	72	
INPP4B	16	72	
PACSIN1	16	72	
RGS10	16	72	
ST8SIA1	16	72	
TESC	16	72	
TMEM154	16	72	
2010016I18RIK	16	73	
4930562F07RIK	16	73	
6430527G18RIK	16	73	
9330154K18RIK	16	73	
AGPAT3	16	73	
AMIGO2	16	73	
APOBEC2	16	73	
ARHGEF3	16	73	
BC094916	16	73	
CHD3	16	73	
DENND2D	16	73	
DTX1	16	73	
E430029J22RIK	16	73	
EHD3	16	73	
FAAH	16	73	
FAM102A	16	73	
FOXJ2	16	73	
GDF11	16	73	
GIMAP3	16	73	
GIMAP4	16	73	
GIMAP7	16	73	
GIMAP8	16	73	
GM4955	16	73	
GRAMD1A	16	73	
GRAP	16	73	
IL27RA	16	73	
JAK1	16	73	
JUND	16	73	
LIME1	16	73	
MAML2	16	73	
MLLT6	16	73	
MYLIP	16	73	
PACS1	16	73	
PDCD4	16	73	
PHF15	16	73	
PIM2	16	73	
PITPNC1	16	73	
PLCXD2	16	73	
PPP3CC	16	73	
RHOF	16	73	
SIDT1	16	73	
SLC28A2	16	73	
ST3GAL6	16	73	
TMEM149	16	73	
TNFRSF18	16	73	
TSHZ1	16	73	
VASP	16	73	
VMN2R96	16	73	
ZBTB4	16	73	
ZDHHC18	16	73	
2610002M06RIK	16	74	
2810422O20RIK	16	74	
3110001D03RIK	16	74	
5730469M10RIK	16	74	
ALDOA	16	74	
B3GNT2	16	74	
CCDC109A	16	74	
CCDC125	16	74	
ERO1L	16	74	
FBXO9	16	74	
HCFC2	16	74	
HRSP12	16	74	
ICAM2	16	74	
KLHDC2	16	74	
KLHL12	16	74	
PGM1	16	74	
PGM2	16	74	
RABIF	16	74	
RDH14	16	74	
TEX2	16	74	
TMEM60	16	74	
TMX4	16	74	
TSPAN5	16	74	
TTLL1	16	74	
4933424B01RIK	16	75	
BC026590	16	75	
BCOR	16	75	
BPGM	16	75	
CAR12	16	75	
CDKN2AIPNL	16	75	
CHCHD3	16	75	
CHD1L	16	75	
CRY1	16	75	
DDX11	16	75	
DDX19A	16	75	
DDX39	16	75	
FKBP1A	16	75	
FMNL3	16	75	
GNL3L	16	75	
ISG20L2	16	75	
LBR	16	75	
MED14	16	75	
NCBP1	16	75	
NIPSNAP1	16	75	
RBM15B	16	75	
S100PBP	16	75	
SENP1	16	75	
SLC35D1	16	75	
SLC35F2	16	75	
SMS	16	75	
USP28	16	75	
VPRBP	16	75	
ZFP664	16	75	
6330409N04RIK	16	76	
ABCB1B	16	76	
AGPAT2	16	76	
CLYBL	16	76	
CORO1C	16	76	
EMP3	16	76	
ENO1	16	76	
FAM160A2	16	76	
FLNA	16	76	
IL1RAP	16	76	
PDLIM1	16	76	
PLEC1	16	76	
RARA	16	76	
S100A10	16	76	
SFXN3	16	76	
TMEM55A	16	76	
1700017B05RIK	16	77	
5830405N20RIK	16	77	
AHDC1	16	77	
CCDC45	16	77	
CTCF	16	77	
DNAHC8	16	77	
DPY19L3	16	77	
EIF2C1	16	77	
ENTPD5	16	77	
FAM55C	16	77	
FCHO1	16	77	
GM16489	16	77	
GNE	16	77	
HDAC7	16	77	
HEG1	16	77	
KRBA1	16	77	
LDB1	16	77	
MAP4K2	16	77	
MCOLN3	16	77	
MGST2	16	77	
PARP11	16	77	
PECAM1	16	77	
PITPNM2	16	77	
PRR12	16	77	
PTP4A3	16	77	
RAB3IP	16	77	
RBM38	16	77	
RHOH	16	77	
RLTPR	16	77	
SATB1	16	77	
SMG6	16	77	
STAMBPL1	16	77	
TCF12	16	77	
TCOF1	16	77	
TREML2	16	77	
TRP53I11	16	77	
VAMP1	16	77	
XRCC5	16	77	
ZER1	16	77	
ZFP280B	16	77	
ZFP362	16	77	
ARPC5L	16	78	
CD37	16	78	
CPM	16	78	
CXCR5	16	78	
DGKD	16	78	
GM10858	16	78	
RFTN1	16	78	
SBK1	16	78	
SNX25	16	78	
SYVN1	16	78	
TRAK2	16	78	
TTPAL	16	78	
UCHL4	16	78	
9230105E10RIK	17	79	
AKAP13	17	79	
CRLF3	17	79	
DOCK11	17	79	
NEK7	17	79	
PYHIN1	17	79	
RSL1	17	79	
TMEM62	17	79	
TRIM12	17	79	
WDR44	17	79	
WHSC1L1	17	79	
ZFP456	17	79	
ZFP53	17	79	
ZFP597	17	79	
2310014H01RIK	17	80	
AKNA	17	80	
ANKRD44	17	80	
AP1G2	17	80	
ARHGAP27	17	80	
B4GALNT1	17	80	
BIN1	17	80	
CDC42SE1	17	80	
CLCF1	17	80	
FMNL1	17	80	
GM9907	17	80	
GPR18	17	80	
HMHA1	17	80	
PTK2B	17	80	
TTC7	17	80	
ARHGAP30	17	81	
ARHGEF6	17	81	
CYB5R4	17	81	
CYTIP	17	81	
DENND4B	17	81	
DOCK10	17	81	
DOCK8	17	81	
GMIP	17	81	
ITGA4	17	81	
LSP1	17	81	
MYO1G	17	81	
TAOK3	17	81	
DCAF15	17	82	
DEF6	17	82	
DOK2	17	82	
E330009J07RIK	17	82	
KCNAB2	17	82	
NUP210	17	82	
PARVG	17	82	
PTPN7	17	82	
SEC22C	17	82	
SLC25A12	17	82	
TUBA4A	17	82	
UNC13D	17	82	
UNC84B	17	82	
WDYHV1	17	82	
ARHGAP15	17	83	
CBL	17	83	
CUGBP2	17	83	
EIF4G3	17	83	
EXOC6	17	83	
JARID2	17	83	
PLAGL2	17	83	
PLCB2	17	83	
TGFB1	17	83	
TMEM156	17	83	
A930024E05RIK	17	84	
ACP5	17	84	
CARD11	17	84	
CDYL2	17	84	
CLEC2I	17	84	
DUSP2	17	84	
GRAP2	17	84	
HERC3	17	84	
MGC7817	17	84	
PDE3B	17	84	
PPM1B	17	84	
RBL2	17	84	
RRAS2	17	84	
SH3KBP1	17	84	
SLC25A40	17	84	
STK4	17	84	
USP38	17	84	
ZC3HAV1	17	84	
CD48	17	85	
CD52	17	85	
CYTH4	17	85	
GPR65	17	85	
HCLS1	17	85	
ITGB2	17	85	
LAPTM5	17	85	
LCP1	17	85	
LPIN1	17	85	
PYCARD	17	85	
RPS6KA1	17	85	
SLA	17	85	
TRPV2	17	85	
ABCC1	17	86	
AGL	17	86	
ATP8A1	17	86	
BMYC	17	86	
CAMK1D	17	86	
FAM49B	17	86	
GLIPR1	17	86	
GLRX	17	86	
INPP5D	17	86	
MAPKAPK3	17	86	
NCKAP1L	17	86	
PARP8	17	86	
PIK3CG	17	86	
PNPLA7	17	86	
PTPN6	17	86	
SAMSN1	17	86	
SLC25A45	17	86	
SRGN	17	86	
ST8SIA4	17	86	
STXBP2	17	86	
TNFAIP8	17	86	
TSPAN13	17	86	
UCP2	17	86	
ZDHHC23	17	86	
6330442E10RIK	17	87	
ADRBK1	17	87	
AI504432	17	87	
ARHGAP4	17	87	
ARHGDIB	17	87	
ATP13A3	17	87	
BAK1	17	87	
CORO1A	17	87	
CSK	17	87	
DCK	17	87	
DCLRE1B	17	87	
E2F2	17	87	
EZR	17	87	
FERMT3	17	87	
GMFG	17	87	
GYK	17	87	
IKZF1	17	87	
ITGAL	17	87	
KCNA3	17	87	
LRMP	17	87	
MAP4K1	17	87	
MDM1	17	87	
MLEC	17	87	
MRPL33	17	87	
NDRG3	17	87	
ORAI2	17	87	
PAG1	17	87	
PSD4	17	87	
PSTPIP1	17	87	
RAC2	17	87	
RASSF5	17	87	
RCSD1	17	87	
RIOK1	17	87	
RUNX1	17	87	
SASH3	17	87	
SEMA4D	17	87	
SEPHS2	17	87	
SLC38A1	17	87	
SLFN9	17	87	
STAP1	17	87	
VAV1	17	87	
VRK1	17	87	
WAS	17	87	
DENND1C	17	88	
DIAP1	17	88	
DOCK2	17	88	
E030037K03RIK	17	88	
GAB3	17	88	
GM10521	17	88	
GM7609	17	88	
HECA	17	88	
IFI203	17	88	
LY9	17	88	
MPPE1	17	88	
PTPN22	17	88	
PTPRC	17	88	
SLFN10	17	88	
SLFN8	17	88	
SP100	17	88	
SP110	17	88	
STK17B	17	88	
WIPF1	17	88	
ADCY7	17	89	
APBB1IP	17	89	
ARHGAP25	17	89	
ARHGAP9	17	89	
BC037034	17	89	
BIN2	17	89	
CD53	17	89	
CD84	17	89	
FGD3	17	89	
GM1966	17	89	
MADD	17	89	
NFATC1	17	89	
PIK3CD	17	89	
RIN3	17	89	
SSH2	17	89	
STK10	17	89	
STK24	17	89	
TLE4	17	89	
TRIM14	17	89	
A130014H13RIK	18	90	"upregulated in T cells, to a lesser extent NK"
A530021J07RIK	18	90	"upregulated in T cells, to a lesser extent NK"
ABHD8	18	90	"upregulated in T cells, to a lesser extent NK"
AMPD1	18	90	"upregulated in T cells, to a lesser extent NK"
BCL11B	18	90	"upregulated in T cells, to a lesser extent NK"
BDH1	18	90	"upregulated in T cells, to a lesser extent NK"
CAMK4	18	90	"upregulated in T cells, to a lesser extent NK"
CBX4	18	90	"upregulated in T cells, to a lesser extent NK"
CCDC64	18	90	"upregulated in T cells, to a lesser extent NK"
CD5	18	90	"upregulated in T cells, to a lesser extent NK"
CD6	18	90	"upregulated in T cells, to a lesser extent NK"
CHST10	18	90	"upregulated in T cells, to a lesser extent NK"
DZIP1	18	90	"upregulated in T cells, to a lesser extent NK"
EG547328	18	90	"upregulated in T cells, to a lesser extent NK"
EHHADH	18	90	"upregulated in T cells, to a lesser extent NK"
GM10688	18	90	"upregulated in T cells, to a lesser extent NK"
